Romance,Thriller,Sci-Fi,Film-Noir,IMAX,Drama,Comedy,Animation,Mystery,Adventure,Fantasy,Musical,Western,Horror,Action,(no genres listed),Crime,Children,Documentary,War,ratings,arating,movie name
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.15,"Oh, God! You Devil (1984)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"Agony and the Ecstasy, The (1965)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Twentieth Century (1934)
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,2.4,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958)
0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.533333333,1.6,Cube Zero (2004)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Julia (1977)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,2.1,Stealing Rembrandt (Rembrandt) (2003)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.675,2.025,Ice Princess (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1.86,Melinda and Melinda (2004)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Milk and Honey (2003)
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.45,0.135,Miss Congeniality 2: Armed and Fabulous (2005)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466666667,0.14,Guess Who (2005)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.566666667,1.7,D.E.B.S. (2004)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,2.4,"League of Ordinary Gentlemen, A (2004)"
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7,2.1,Incident at Loch Ness (2004)
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,Call Northside 777 (1948)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.85,2.55,"Sword of Doom, The (Dai-bosatsu tôge) (1966)"
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,0.15,800 Bullets (800 Balas) (2002)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.12,If Looks Could Kill (1991)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.15,Greedy (1994)
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.85,2.55,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)"
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.85,2.55,Knockin' on Heaven's Door (1997)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9,2.7,We're No Angels (1955)
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.9,2.7,"Touch of Zen, A (Xia nu) (1971)"
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.5,0.15,Walker (1987)
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.766666667,2.3,Memories (Memorîzu) (1995)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.95,2.85,"Wild Parrots of Telegraph Hill, The (2003)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1.875,"Ballad of Jack and Rose, The (2005)"
0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.771428571,2.314285714,Sin City (2005)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Beauty Shop (2005)
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.614285714,1.842857143,Sahara (2005)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5875,1.7625,Fever Pitch (2005)
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,2.1,Not on the Lips (Pas sur la bouche) (2003)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,2.1,Electra Glide in Blue (1973)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,2.4,"Special Day, A (Giornata particolare, Una) (1977)"
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.85,2.55,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.15,Tanguy (2001)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.06,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003)
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"Little Girl Who Lives Down the Lane, The (1976)"
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6,1.8,Ringu 0: Bâsudei (2000)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,2.55,Brothers (Brødre) (2004)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Maidens in Uniform (Mädchen in Uniform) (1931)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,With Six You Get Eggroll (1968)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Holiday (Jour de fête) (1949)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.55,1.65,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962)
0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.7,2.1,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,2.1,"Ascent, The (Voskhozhdeniye) (1977)"
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6,1.8,Carrie (2002)
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,2.4,Boccaccio '70 (1962)
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.684090909,2.052272727,"Hitchhiker's Guide to the Galaxy, The (2005)"
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.45,0.135,"Amityville Horror, The (2005)"
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Mutant Aliens (2001)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,2.1,Before the Fall (NaPolA - Elite für den Führer) (2004)
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.15,"Frisco Kid, The (1979)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.3,0.09,State Property 2 (2005)
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,Palindromes (2004)
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,"Lot Like Love, A (2005)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.15,King's Ransom (2005)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,2.4,Enron: The Smartest Guys in the Room (2005)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.4,0.12,xXx: State of the Union (2005)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7,2.1,Kingdom of Heaven (2005)
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.366666667,0.11,House of Wax (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.778,2.334,Crash (2004)
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Mysterious Skin (2004)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.15,Mischief (1985)
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,2.7,Between Your Legs (Entre las piernas) (1999)
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,2.4,San Francisco (1936)
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.15,Vampire Hunter D (1985)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.7,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)"
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,2.1,"Cocoanuts, The (1929)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333,2.2,Dear Wendy (2005)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7,2.1,Los Angeles Plays Itself (2003)
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.688888889,2.066666667,Unleashed (Danny the Dog) (2005)
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.685897436,2.057692308,Star Wars: Episode III - Revenge of the Sith (2005)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528571429,1.585714286,Kicking & Screaming (2005)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.15,Monster-in-Law (2005)
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,1.8,"Snow Walker, The (2003)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.7,Divorce - Italian Style (Divorzio all'italiana) (1961)
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.675,2.025,Madagascar (2005)
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.15,Airborne (1993)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.666666667,2,Mad Hot Ballroom (2005)
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.15,Dominion: Prequel to the Exorcist (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622222222,1.866666667,"Longest Yard, The (2005)"
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Saving Face (2004)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817647059,2.452941176,Cinderella Man (2005)
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.614285714,1.842857143,"Sisterhood of the Traveling Pants, The (2005)"
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,1.8,Lords of Dogtown (2005)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7,2.1,Rock School (2005)
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.655932203,1.96779661,Mr. & Mrs. Smith (2005)
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.35,0.105,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)"
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,2.25,High Tension (Haute tension) (Switchblade Romance) (2003)
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.633333333,1.9,It's All Gone Pete Tong (2004)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.7,Eddie Izzard: Dress to Kill (1999)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Quo Vadis (1951)
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.772413793,2.317241379,Batman Begins (2005)
0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6,1.8,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004)
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,"Perfect Man, The (2005)"
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.15,Saint Ralph (2004)
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.633333333,1.9,Herbie: Fully Loaded (2005)
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.625,1.875,Land of the Dead (2005)
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.453846154,0.136153846,Bewitched (2005)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7,2.1,Rize (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2.25,Me and You and Everyone We Know (2005)
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9,2.7,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.666666667,2,3 Extremes (Three... Extremes) (Saam gaang yi) (2004)
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,2.4,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.09,Cop and ½ (1993)
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,1.8,At the Circus (1939)
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.63,1.89,War of the Worlds (2005)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.711111111,2.133333333,"March of the Penguins (Marche de l'empereur, La) (2005)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Rebound (2005)
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.12,Dark Water (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)"
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.552777778,1.658333333,Fantastic Four (2005)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.766666667,2.3,Murderball (2005)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701724138,2.105172414,Wedding Crashers (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Happy Endings (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,2.25,Hustle & Flow (2005)
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0.09,Hardware (1990)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,"Calcium Kid, The (2004)"
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.670967742,2.012903226,"Island, The (2005)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,1.8,Bad News Bears (2005)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.742857143,2.228571429,"Devil's Rejects, The (2005)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Last Days (2005)
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,November (2004)
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.583333333,1.75,Sky High (2005)
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0.15,Stealth (2005)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Must Love Dogs (2005)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.67,2.01,"Aristocrats, The (2005)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Georgy Girl (1966)
0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6,1.8,"Order, The (2001)"
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.788,2.364,Serenity (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695238095,2.085714286,Broken Flowers (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9,2.7,Miracles - Mr. Canton and Lady Rose (1989)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"Browning Version, The (1951)"
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.416666667,0.125,"Dukes of Hazzard, The (2005)"
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,The Chumscrubber (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333,2.2,Junebug (2005)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566666667,1.7,Deuce Bigalow: European Gigolo (2005)
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6,1.8,"Skeleton Key, The (2005)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.714285714,2.142857143,Four Brothers (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.633333333,1.9,The Great Raid (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Pretty Persuasion (2005)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.74,2.22,Grizzly Man (2005)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.09,Private Resort (1985)
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0.15,Pusher II: With Blood on My Hands (2004)
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Duma (2005)
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.06,Animal Farm (1954)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"Teahouse of the August Moon, The (1956)"
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709459459,2.128378378,"40-Year-Old Virgin, The (2005)"
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.677777778,2.033333333,Red Eye (2005)
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.15,Hidden (a.k.a. Cache) (Caché) (2005)
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.8,2.4,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999)
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2.25,Kin-Dza-Dza! (1986)
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0.3,0.09,Valiant (2005)
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.525,1.575,"Brothers Grimm, The (2005)"
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"Baxter, The (2005)"
0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0.533333333,1.6,"Cave, The (2005)"
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692307692,2.076923077,"Constant Gardener, The (2005)"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.64375,1.93125,Transporter 2 (2005)
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5375,1.6125,Just Like Heaven (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,2.142857143,Proof (2005)
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.742857143,2.228571429,Lord of War (2005)
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.45,0.135,Cry_Wolf (a.k.a. Cry Wolf) (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,2.266666667,Everything Is Illuminated (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,2,Thumbsucker (2005)
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.741666667,2.225,Family Guy Presents Stewie Griffin: The Untold Story (2005)
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.75,2.25,Police Story 2 (Ging chaat goo si juk jaap) (1988)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,2.1,New Police Story (Xin jing cha gu shi) (2004)
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6,1.8,Go West (1940)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7,2.1,Why We Fight (2005)
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.43,0.129,Doom (2005)
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.575,1.725,Domino (2005)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653846154,1.961538462,Waiting... (2005)
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.552380952,1.657142857,Aeon Flux (2005)
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8,2.4,Frankenstein 90 (1984)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,"Unfinished Life, An (2005)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0.15,"Man, The (2005)"
1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7,2.1,Survive Style 5+ (2004)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.95,Woyzeck (1979)
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.583333333,1.75,"Exorcism of Emily Rose, The (2005)"
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.572727273,1.718181818,Flightplan (2005)
1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.706818182,2.120454545,Corpse Bride (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.744444444,2.233333333,Green Street Hooligans (a.k.a. Hooligans) (2005)
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,2.1,"History of Violence, A (2005)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Oliver Twist (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1.98,"Greatest Game Ever Played, The (2005)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.773913043,2.32173913,Capote (2005)
0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.71,2.13,Final Fantasy VII: Advent Children (2004)
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Roll Bounce (2005)
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.5,0.15,Into the Blue (2005)
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.722222222,2.166666667,MirrorMask (2005)
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.726666667,2.18,Wallace & Gromit in The Curse of the Were-Rabbit (2005)
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.814285714,2.442857143,Kiss Kiss Bang Bang (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.833333333,2.5,"Bittersweet Life, A (Dalkomhan insaeng) (2005)"
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.7,"Short Film About Love, A (Krótki film o milosci) (1988)"
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"All This, and Heaven Too (1940)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,2.4,Darwin's Nightmare (2004)
0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.5,0.15,Beowulf & Grendel (2005)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.925,2.775,No Direction Home: Bob Dylan (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,2.55,Goal! The Dream Begins (Goal!) (2005)
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,0.15,"Wraith, The (1986)"
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1.875,In Her Shoes (2005)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688888889,2.066666667,"Squid and the Whale, The (2005)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Two for the Money (2005)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711764706,2.135294118,Brokeback Mountain (2005)
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Elizabethtown (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,North Country (2005)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.755,2.265,"Good Night, and Good Luck. (2005)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.15,Dreamer: Inspired by a True Story (2005)
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7125,2.1375,"Proposition, The (2005)"
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.42,0.126,"Fog, The (2005)"
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Shopgirl (2005)
